turn,Vrf_kV,K0_GeV,phi_s_deg,time_mean_ns,time_sigma_ns,time_min_ns,time_max_ns,dE_mean_MeV,dE_sigma_MeV,dE_min_MeV,dE_max_MeV,t2,dE2,t_dE,eps_rms,Q1,Q2,Q_amp,theta_Q,gamma,distribution_J,form_factor_F,half_bunch_length_ns,peak_current_A,rms_dpp,Zon_ohm,unstable
1119,60.09277275488118,24.0,0.0,0.048602801288877694,10.833300100677246,-26.341367914901895,26.471264416159443,0.006145661979896184,6.6826994290621995,-16.209089530839066,16.179091478542905,117.36275330362673,4.4658509428349404e-05,-0.01044231879856349,0.07163939979547726,-0.03334020652764836,-0.04860075855408837,0.05893728109897029,-1.086032798687272,26.57893624393974,1.5,1.0,26.536057477100883,7.687482022602043,0.0002683494879500763,18.211876655066536,False
1120,60.27375643794194,24.0,0.0,0.048611468626307594,10.832008008547962,-26.33910510196546,26.468274006181048,0.006105102157160772,6.684004740604734,-16.210716176764436,16.183834034996217,117.33476057212918,4.46759566446989e-05,-0.01048039619378424,0.07163940236949135,-0.033449263966784215,-0.0487779787986711,0.05914511370859994,-1.0859455481016425,26.57893624393974,1.5,1.0,26.532892510683475,7.688399021094618,0.00026840190384694144,18.21681890526925,False
1121,60.455447136946724,24.0,0.0,0.04862008160125428,10.830711038124349,-26.33681309810018,26.46525427026819,0.006064412905688745,6.685318523234822,-16.212329300572407,16.188572538747113,117.30666550368353,4.469352053421052e-05,-0.010518722509809677,0.0716394049406489,-0.033558940342608694,-0.04895635757328544,0.05935425362821229,-1.0858576910566922,26.57893624393974,1.5,1.0,26.529715594934135,7.689319701749859,0.00026845465990754305,18.221798818521624,False
1122,60.637844416802764,24.0,0.0,0.04862864004080133,10.829409156766642,-26.334491817734545,26.462205123229694,0.006023593752467185,6.68664084754626,-16.21392880816111,16.193306928843526,117.2784674292934,4.4711202107755864e-05,-0.010557298512963819,0.07163940750890652,-0.03366924073460435,-0.0491358984445653,0.05956470672805647,-1.0857692579725509,26.57893624393974,1.5,1.0,26.526526649902117,7.690244090313282,0.00026850775896663517,18.22681672520149,False
1123,60.82094782676527,24.0,0.0,0.04863714377139829,10.828102331717677,-26.332141175001453,26.4591264795817,0.005982644225093363,6.687971784583487,-16.21551460477012,16.198037143608175,117.25016567790402,4.472900238341675e-05,-0.010596124965318433,0.07163941007422056,-0.033780170254955555,-0.04931660495935377,0.05977647887899337,-1.0856802792719034,26.57893624393974,1.5,1.0,26.52332559534906,7.691172212647373,0.0002685612038770677,18.23187295801287,False
1124,61.00475690041717,24.0,0.0,0.04864559261887597,10.826790530103203,-26.32976108373731,26.456018253547313,0.005941563851791142,6.689311405842567,-16.217086594980742,16.20276312063764,117.22175957641363,4.474692238651645e-05,-0.01063520262464401,0.07163941263654691,-0.03389173404866348,-0.04949848064447482,0.05998957595230011,-1.0855907853756936,26.57893624393974,1.5,1.0,26.520112350749844,7.6921040947316985,0.00026861499750982596,18.236967851993807,False
1125,61.18927115564927,24.0,0.0,0.048653986408434574,10.825473718932209,-26.327351457483758,26.452880359058668,0.005900352161427049,6.690659783272135,-16.218644682716388,16.20748479680146,117.19324844968538,4.4764963149650774e-05,-0.010674532244360662,0.0716394151958413,-0.034003937293660295,-0.049681529006504924,0.06020400381947509,-1.0855008066988556,26.57893624393974,1.5,1.0,26.516886835293306,7.693039762663041,0.0002686691427540688,18.242101744523964,False
1126,61.37449009464033,24.0,0.0,0.04866232496465873,10.824151865097212,-26.32491220948856,26.44971270975651,0.005859008683526619,6.692016989274321,-16.220188771242956,16.21220210824125,117.16463162055844,4.478312571271889e-05,-0.010714114573488812,0.07163941775205897,-0.03411678520092293,-0.049865753531543405,0.06041976835204308,-1.0854103736460776,26.57893624393974,1.5,1.0,26.51364896788303,7.693979242655542,0.00026872364251716535,18.247274975332108,False
1127,61.56041320383795,24.0,0.0,0.048670608111503,10.822824935374609,-26.322443252705483,26.44651521899192,0.005817532948290829,6.693383096705622,-16.221718763169232,16.21691499036987,117.13590840986033,4.4801411122954155e-05,-0.010753950356599902,0.07163942030515491,-0.034230283014585305,-0.05005115768498309,0.06063687542136096,-1.0853195166075886,26.57893624393974,1.5,1.0,26.510398667138116,7.694922561040818,0.0002687784997247303,18.252487886503445,False
1128,61.747039953939584,24.0,0.0,0.048678835672300476,10.821492896424981,-26.31994449979487,26.44328779982584,0.0057759244866124205,6.694758178877774,-16.22323456044734,16.221623377870575,117.10707813641874,4.481982043495454e-05,-0.01079404033376687,0.07163942285508372,-0.03434443601205001,-0.05023774491127988,0.06085533089842356,-1.0852282659549797,26.57893624393974,1.5,1.0,26.50713585139401,7.695869744268104,0.00026883371732065893,18.25774082248697,False
1129,61.93436979987368,24.0,0.0,0.04868700746976876,10.820155714793442,-26.31741586312566,26.440030365031276,0.005734182830092238,6.6961423095585655,-16.22473606437319,16.226327204696236,117.07814011707354,4.483835471071305e-05,-0.010834385240514575,0.07163942540179971,-0.03445924950409907,-0.050425518633721876,0.06107514065367009,-1.0851366520370567,26.57893624393974,1.5,1.0,26.50386043870332,7.696820818904366,0.0002688892982671595,18.26303413010248,False
1130,62.12240218078176,24.0,0.0,0.04869512332599964,10.818813356909965,-26.31485725477455,26.436742827092758,0.005692307511055828,6.697535562972632,-16.22622317558699,16.23102640406855,117.0490936666892,4.485701501964794e-05,-0.010874985807770058,0.0716394279452569,-0.03457472883500346,-0.05061448225419804,0.06129631055679084,-1.0850447051757222,26.57893624393974,1.5,1.0,26.500572346836602,7.697775811634448,0.00026894524554478566,18.268368158547634,False
1131,62.31113652000012,24.0,0.0,0.04870318306246734,10.817465789089724,-26.312268586528603,26.433425098208147,0.0056502980625699,6.698938013802212,-16.22769579407376,16.235720908477308,117.01993809816696,4.487580243863253e-05,-0.010915842761812757,0.07163943048540887,-0.03469087938263203,-0.05080463915296634,0.06151884647653469,-1.0849524556618955,26.57893624393974,1.5,1.0,26.497271493283215,7.698734749261194,0.00026900156215246606,18.2737432594047,False
1132,62.5005722250425,24.0,0.0,0.04871118650003013,10.816112977533443,-26.309649769883833,26.430077090288535,0.0056081540184588705,6.700349737187875,-16.22915381916389,16.24041064967966,116.99067272245759,4.489471805202512e-05,-0.010956956824224644,0.07163943302220892,-0.03480770655855899,-0.05099599268842177,0.06174275428051714,-1.084859933751459,26.57893624393974,1.5,1.0,26.493957795252186,7.699697658705572,0.00026905825110753453,18.279159786647405,False
1133,62.69070868758251,24.0,0.0,0.0487191334589285,10.814754888327746,-26.307000716047924,26.426698714960423,0.005565874913321407,6.701770808729212,-16.2305971495337,16.245095558699433,116.96129684857387,4.491376295169854e-05,-0.01099832871183998,0.07163943555561007,-0.03492521580817074,-0.05118854619686248,0.06196803983502805,-1.0847671696612526,26.57893624393974,1.5,1.0,26.490631169673048,7.7006645670068155,0.00026911531544575686,18.28461809664737,False
1134,62.88154528343715,24.0,0.0,0.04872702375879207,10.813391487445505,-26.304321335939676,26.423289883564053,0.0055234602825470795,6.703201304485491,-16.232025683206075,16.249775565826447,116.93180978360333,4.4932938237069474e-05,-0.011039959136695388,0.071639438085565,-0.035043412610771645,-0.0513823029922574,0.06219470900484166,-1.0846741935650916,26.57893624393974,1.5,1.0,26.487291533196696,7.701635501322538,0.00026917275822135775,18.29011854818062,False
1135,63.07308137254973,24.0,0.0,0.04873485721862411,10.812022740746208,-26.301611540192056,26.419850507157975,0.005480909662333082,6.704641300976278,-16.233439317551092,16.254450600615886,116.90221083272125,4.4952245015127625e-05,-0.011081848805979485,0.07163944061202603,-0.03516230247968833,-0.05157726636601181,0.06242276765302568,-1.084581035589828,26.57893624393974,1.5,1.0,26.483938802196302,7.70261048892887,0.0002692305825070457,18.295661502433845,False
1136,63.26531629897403,24.0,0.0,0.04874263365682471,10.810648613976308,-26.298871239148298,26.416380496516183,0.005438222589700845,6.706090875182028,-16.234837949286675,16.259120591887683,116.87249929920368,4.49716844004646e-05,-0.011123998421982586,0.07163944313494514,-0.03528189096237352,-0.05177343958673325,0.06265222164075214,-1.0844877258114498,26.57893624393974,1.5,1.0,26.480572892768148,7.703589557220598,0.00026928879139403636,18.30124732301049,False
1137,63.45824939085835,24.0,0.0,0.04875035289117781,10.80926907276961,-26.296100342867902,26.41287976213144,0.005395398602512853,6.7075501045446275,-16.236221474479308,16.263785467725917,116.84267448444061,4.499125751530272e-05,-0.011166408682046167,0.07163944565427403,-0.03540218364050817,-0.05197082589999633,0.06288307682710821,-1.0843942942512175,26.57893624393974,1.5,1.0,26.477193720732593,7.7045727337112675,0.0002693473879920746,18.30687637593679,False
1138,63.65187996042975,24.0,0.0,0.048758014738857755,10.807884082647634,-26.293298761124078,26.409348214213992,0.00535243723948938,6.709019066967913,-16.237589788544746,16.268445155478265,116.81273568794938,4.50109654895234e-05,-0.011209080278512374,0.07163944816996409,-0.0355231861301027,-0.05216942852810771,0.06311533906890827,-1.0843007708718393,26.57893624393974,1.5,1.0,26.47380120163496,7.705560046033332,0.0002694063754294554,18.312549029667572,False
1139,63.846207303979234,24.0,0.0,0.04876561901642722,10.80649360901999,-26.290466403406697,26.405785762695018,0.005309338040225317,6.710497840818146,-16.238942786248778,16.273099581755464,116.78268220738795,4.503080946069541e-05,-0.011252013898673377,0.07163945068196638,-0.03564490408159732,-0.052369250669870415,0.06334901422050698,-1.0842071855736888,26.57893624393974,1.5,1.0,26.47039525074643,7.706551521938272,0.00026946575685304273,18.318265655091942,False
1140,64.04123070184662,24.0,0.0,0.04877316553984211,10.805097617184764,-26.287603178922325,26.40219231722577,0.005266100545207028,6.711986504924454,-16.240280361707992,16.277748672430793,116.75251333856866,4.505079057410293e-05,-0.011295210224720515,0.07163945319023161,-0.03576734317996081,-0.05257029550034709,0.0635841081336123,-1.0841135681910652,26.57893624393974,1.5,1.0,26.466975783065035,7.707547189296729,0.0002695255354282874,18.324026625538774,False
1141,64.23694941840616,24.0,0.0,0.04878065412444922,10.803696072328908,-26.284708996594986,26.398567787179218,0.0052227242958292576,6.713485138579226,-16.24160240839061,16.282392352639608,116.72222837547187,4.50709099827732e-05,-0.011338669933693554,0.07163945569471018,-0.03589050914478823,-0.052772566170623904,0.0638206266571005,-1.0840199484884894,26.57893624393974,1.5,1.0,26.463542713316567,7.708547076098625,0.00026958571433924273,18.32983231678208,False
1142,64.4333627020525,24.0,0.0,0.048788084584991294,10.802288939528623,-26.28178376506665,26.39491208165009,0.005179208834411999,6.714993821538482,-16.24290881911731,16.287030546778873,116.69182661025988,4.509116884750413e-05,-0.01138239369742962,0.07163945819535222,-0.03601440773039748,-0.05297606580757283,0.06405857563683102,-1.08392635615705,26.57893624393974,1.5,1.0,26.460095955955534,7.709551210453304,0.00026964629678857973,18.33568310704621,False
1143,64.63046978518682,24.0,0.0,0.04879545673560649,10.800876183749763,-26.27882739269856,26.39122510945697,0.0051355537042175655,6.716512634022186,-16.244199486062097,16.291663178506745,116.66130733329088,4.5111568336891474e-05,-0.0114263821825123,0.0716394606921075,-0.03613904472592452,-0.05318079751361472,0.06429796091546343,-1.0838328208107864,26.57893624393974,1.5,1.0,26.45663542516616,7.710559620589637,0.00026970728599759924,18.341579377010827,False
1144,64.82826988420338,24.0,0.0,0.04880277038982693,10.799457769848235,-26.275839787571527,26.387506779141063,0.005091758449467476,6.718041656714536,-16.24547430075322,16.296290170742168,116.63066983313314,4.5132109627355887e-05,-0.011470636050220303,0.07163946318492553,-0.03626442595541734,-0.05338676436648051,0.06453878833227394,-1.0837393719831212,26.57893624393974,1.5,1.0,26.453161034863346,7.711572334856176,0.00026976868520624416,18.347521509815838,False
1145,65.02676219947652,24.0,0.0,0.04881002536058894,10.798033662570395,-26.272820857489393,26.383756998970426,0.005047822615359552,6.719580970764206,-16.246733154074075,16.300911445664504,116.59991339657914,4.515279390316957e-05,-0.01151515595647642,0.07163946567375544,-0.03639055727792894,-0.05359396941897343,0.06478106372297453,-1.0836460391233342,26.57893624393974,1.5,1.0,26.449672698693654,7.712589381721266,0.0002698304976731085,18.35350989106599,False
1146,65.22594591534788,24.0,0.0,0.048817221460221445,10.796603826553472,-26.26977050997607,26.379975676939466,0.0050037457480849494,6.72113065778454,-16.247975936264183,16.30552692471318,116.56903730866019,4.5173622356482744e-05,-0.011559942551796093,0.07163946815854608,-0.03651744458760822,-0.053802415698729865,0.06502479291953163,-1.0835528515930808,26.57893624393974,1.5,1.0,26.446170330036338,7.713610789773177,0.00026989272667544566,18.359544908835428,False
1147,65.42582020011422,24.0,0.0,0.048824358500453476,10.795168226325975,-26.266688652279754,26.376162720767752,0.0049595273948453665,6.722690799853724,-16.249202536920162,16.3101365285874,116.53804085266087,4.519459618734989e-05,-0.011604996481236092,0.071639470639246,-0.03664509381379046,-0.054012106207980304,0.06526998174998709,-1.0834598386629577,26.57893624393974,1.5,1.0,26.44265384200435,7.714636587720226,0.000269955375509175,18.36562695367202,False
1148,65.62638420601503,24.0,0.0,0.04883143629242319,10.793726826308115,-26.263575191370848,26.372318037904222,0.004915167103869993,6.7242614795148965,-16.250412844996763,16.314740177245813,116.50692331013381,4.5215716603755515e-05,-0.011650318384342903,0.07163947311580347,-0.03677351092108577,-0.05422304392330927,0.06551663603827917,-1.0833670295091165,26.57893624393974,1.5,1.0,26.43912314744535,7.7156668043909145,0.0002700184474888868,18.371756418601528,False
1149,65.8276370692214,24.0,0.0,0.048838454646668805,10.792279590812223,-26.26043003394821,26.368441535526358,0.004870664424432851,6.7258427797762215,-16.251606748807895,16.319337789906292,116.47568396091431,4.5236984821639865e-05,-0.011695908895101248,0.07163947558816644,-0.03690270190946668,-0.05443523179541569,0.06576476160406568,-1.0832744532099223,26.57893624393974,1.5,1.0,26.435578158942775,7.716701468734052,0.0002700819459478443,18.377933699131475,False
1150,66.02957790982431,24.0,0.0,0.04884541337313814,10.790826484043192,-26.257253086432513,26.364533120543115,0.0048260189068699425,6.727434784110927,-16.252784136027724,16.323929285045683,116.44432208313556,4.525840206492413e-05,-0.011741768641882396,0.0716394780562825,-0.037032672814353684,-0.0546486727488722,0.06601436426254742,-1.0831821387426583,26.57893624393974,1.5,1.0,26.432018788816862,7.717740609818879,0.00027014587423798627,18.384159193255066,False
1151,66.23220583182382,24.0,0.0,0.048852312281175765,10.789367470098894,-26.254044254972484,26.360592699591564,0.004781230102596412,6.729037576457296,-16.25394489369176,16.3285145803996,116.41283695324343,4.527996956553557e-05,-0.011787898247392388,0.07163948052009897,-0.03716342970670023,-0.05486336968188434,0.06626544982429347,-1.0830901149802838,26.57893624393974,1.5,1.0,26.42844494912573,7.718784256835205,0.00027021023572992587,18.39043330145469,False
1152,66.43551992311869,24.0,0.0,0.04885915117953852,10.78790251297064,-26.25080344544625,26.35662017904366,0.00473629756412393,6.7306512412186,-16.255088908198005,16.333093592962257,116.3812278460122,4.5301688563432094e-05,-0.01183429832862032,0.07163948297956295,-0.03729497869307506,-0.05507932546604974,0.06651802409506734,-1.0829984106882307,26.57893624393974,1.5,1.0,26.42485655166645,7.719832439093518,0.00027027503381294837,18.396756426705355,False
1153,66.6395192554958,24.0,0.0,0.048865929876396375,10.786431576543599,-26.24753056345878,26.35261546500365,0.004691220845077959,6.732275863263009,-16.260664608386488,16.33766623898631,116.3494940345595,4.532356030662672e-05,-0.01188096949678631,0.07163948543462115,-0.03742732591574444,-0.05529654294611601,0.06677209287565433,-1.082907054521262,26.57893624393974,1.5,1.0,26.421253507976132,7.720885186025136,0.00027034027189500753,18.40312897447792,False
1154,66.84420288462069,24.0,0.0,0.04887264817933445,10.784954624597265,-26.24422551434651,26.348578463309025,0.00464599950021499,6.733911527923446,-16.267685266828035,16.34223243398274,116.317634790362,4.534558605121164e-05,-0.011927912357289561,0.07163948788522004,-0.03756047755275186,-0.055515024939738956,0.06702766196169022,-1.0828160750203693,26.57893624393974,1.5,1.0,26.417635729333004,7.721942527182317,0.00027040595340271944,18.409551352742046,False
1155,67.04956985002772,24.0,0.0,0.04887930589533829,10.783471620805903,-26.2408882031757,26.34450907953297,0.004600633085440071,6.735558320997391,-16.274707093672628,16.346792092720783,116.2856493832711,4.5367767061381977e-05,-0.011975127509656404,0.07163949033130575,-0.03769443981799667,-0.055734774237240874,0.06728473714349179,-1.0827255006097227,26.57893624393974,1.5,1.0,26.41400312675755,7.723004492238394,0.000270472081781355,18.41602397196909,False
1156,67.25561917511116,24.0,0.0,0.04888590283081965,10.781982528739004,-26.237518534745732,26.34040721898566,0.004555121157824047,6.737216328746644,-16.281730025706484,16.351345129227827,116.25353708152869,4.5390104609459174e-05,-0.012022615547488085,0.07163949277282416,-0.03782921896131103,-0.055955793601367404,0.06754332420588761,-1.0826353595936722,26.57893624393974,1.5,1.0,26.41035561101362,7.724071110987902,0.00027053866049483034,18.422547245134638,False
1157,67.4623498671164,24.0,0.0,0.04889243879159715,10.780487311861743,-26.234116413586293,26.33627278671301,0.004509463275621028,6.738885637897048,-16.288753998901743,16.355891456789415,116.22129715178299,4.541259997591414e-05,-0.012070377058408585,0.07163949520972084,-0.037964821268535606,-0.05617808576704472,0.06780342892805118,-1.082545680153801,26.57893624393974,1.5,1.0,26.406693092609533,7.725142413346711,0.0002706056930256955,18.429121587721,False
1158,67.66976091713138,24.0,0.0,0.048898913582913935,10.778985933535461,-26.230681743964,26.332105687501326,0.004463658998285909,6.740566335638149,-16.295778948415485,16.360430987949233,116.1889288591049,4.543525444938994e-05,-0.012118412624012358,0.07163949764194104,-0.038101253061592864,-0.05640165344113635,0.06806505708333453,-1.0824564903460225,26.57893624393974,1.5,1.0,26.40301548179927,7.726218429352145,0.000270673182875121,18.43574741771934,False
1159,67.87785130007876,24.0,0.0,0.04890532700943255,10.777478357018127,-26.22721442987998,26.327905825875604,0.004417707886491792,6.742258509622819,-16.302804808588814,16.364963634509106,116.15643146700404,4.545806932672429e-05,-0.01216672281981206,0.0716395000694298,-0.03823852069855971,-0.05662649930219979,0.06832821443910424,-1.0823678180977359,26.57893624393974,1.5,1.0,26.399322688583602,7.727299189163116,0.0002707411335628826,18.442425155631714,False
1160,68.08661997470816,24.0,0.0,0.04891167887523263,10.775964545464811,-26.223714375070614,26.323673106102063,0.004371609502147433,6.7439622479668335,-16.309831512945937,16.369489307529093,116.12380423744503,4.5481045912971505e-05,-0.012215308215186073,0.07163950249213182,-0.038376630573738024,-0.0568526260002424,0.06859290675657799,-1.0822796912050299,26.57893624393974,1.5,1.0,26.395614622711246,7.728384723060258,0.00027080954862734424,18.44915522447282,False
1161,68.29606588358864,24.0,0.0,0.04891796898381885,10.774444461928178,-26.220181483010975,26.319407432188143,0.004325363408414881,6.745677639248386,-16.316858994193275,16.374007917327543,116.09104643086425,4.55041855214243e-05,-0.012264169373326146,0.07163950490999152,-0.03851558911772332,-0.057080036156477575,0.06885913979066305,-1.0821921373299357,26.57893624393974,1.5,1.0,26.391891193680088,7.7294750614460375,0.00027087843162543885,18.45593804977162,False
1162,68.50618795310214,24.0,0.0,0.048924197138116306,10.772918069358958,-26.21661565691275,26.31510870788378,0.00427896916972701,6.747404772507569,-16.323887184218634,16.378519373481208,116.05815730618637,4.552748947363508e-05,-0.012313306851184811,0.07163950732295309,-0.03865540279747217,-0.05730873236308011,0.06912691928979596,-1.082105183997736,26.57893624393974,1.5,1.0,26.388152310738324,7.730570234844907,0.0002709477861326471,18.462774059572606,False
1163,68.71698509343656,24.0,0.0,0.04893036314048928,10.771385330606458,-26.21301679972882,26.310776836684852,0.004232426351805096,6.749143737245792,-16.330916014090363,16.383023584825395,116.02513612084105,4.555095909943691e-05,-0.012362721199422807,0.07163950973096042,-0.03879607811636755,-0.057538717182941464,0.06939625099578375,-1.0820188585943236,26.57893624393974,1.5,1.0,26.384397882885708,7.731670273903411,0.00027101761574297426,18.46966368443699,False
1164,68.92845619857974,24.0,0.0,0.04893646679272022,10.76984620841903,-26.209384814152486,26.3064117218305,0.004185734521676405,6.750894623425152,-16.337945414056552,16.387520459454127,115.99198213077992,4.557459573696411e-05,-0.01241241296235647,0.07163951213395708,-0.03893762161428289,-0.0577699931494249,0.06966714064364685,-1.0819331883636116,26.57893624393974,1.5,1.0,26.380627818874718,7.73277520939034,0.00027108792406892515,18.476607357443555,False
1165,69.1406001463134,24.0,0.0,0.04894250789601995,10.768300665444595,-26.20571960261782,26.302013266307114,0.004138893247691922,6.752657521467767,-16.34497531354429,16.392009904720343,115.95869459049368,4.559840073267252e-05,-0.012462382677905096,0.07163951453188643,-0.03908003986764382,-0.0580025627661205,0.06993959396146347,-1.0818482004049972,26.57893624393974,1.5,1.0,26.376842027211808,7.733885072196837,0.0002711587147414768,18.48360551418939,False
1166,69.35341579820795,24.0,0.0,0.04894848625103672,10.766748664231143,-26.202021067302667,26.297581372849464,0.0040919020995439275,6.754432522255033,-16.352005641158893,16.39649182723613,115.9252727530294,4.562237544135928e-05,-0.012512630877538091,0.07163951692469153,-0.039223339489488245,-0.05823642850659922,0.07021361667021497,-1.0817639216708748,26.57893624393974,1.5,1.0,26.373040416158666,7.734999893336541,0.00027122999141004916,18.490658592790282,False
1167,69.56690199961707,24.0,0.0,0.0489544016578509,10.765190167227232,-26.198289110129934,26.293115943941217,0.004044760648283728,6.756219717126849,-16.359036324683217,16.40096613287298,115.89171587000757,4.564652122618229e-05,-0.012563158086222277,0.07163951931231514,-0.03936752712952525,-0.058471592814167576,0.07048921448363374,-1.0816803789642078,26.57893624393974,1.5,1.0,26.36922289373343,7.736119703945712,0.0002713017577424736,18.497767033880965,False
1168,69.7810575796731,24.0,0.0,0.04896025391598063,10.763625136782519,-26.194523632766305,26.28861688181439,0.00399746846633942,6.758019197880777,-16.366067291076963,16.405432726762083,115.85802319164003,4.5670839458679274e-05,-0.012613964822368987,0.07163952169469985,-0.039512609474190975,-0.05870805810162146,0.07076639310805156,-1.0815975989361446,26.57893624393974,1.5,1.0,26.365389367711963,7.737244535283366,0.00027137401742495943,18.504931280615068,False
1169,69.99588135128276,24.0,0.0,0.04896604282437788,10.76205353514827,-26.190724536625623,26.284084088454193,0.003950025127533516,6.759831056771159,-16.37309846647602,16.40989151329463,115.82419396674726,4.569533151878638e-05,-0.012665051597781226,0.07163952407178786,-0.03965859324670385,-0.05894582675100025,0.07104515824225069,-1.0815156080836943,26.57893624393974,1.5,1.0,26.36153974562913,7.738374418731401,0.0002714467741620584,18.512151778664904,False
1170,70.21137211112291,24.0,0.0,0.048971768181436566,10.76047532447789,-26.18689172287057,26.279517465597564,0.0039024302071008375,6.7616553865081706,-16.38012977619185,16.414342396122187,115.79022744277637,4.571999879485648e-05,-0.012716418917600749,0.07163952644352124,-0.03980548520711715,-0.05918490111334042,0.07132551557731572,-1.0814344327474497,26.57893624393974,1.5,1.0,26.35767393478008,7.7395093857947295,0.00027152003167662663,18.519428976220926,False
1171,70.42752863963703,24.0,0.0,0.048977429784993184,10.758890466827445,-26.18302509241056,26.274916914735456,0.0038546832817062124,6.763492280256826,-16.387161144710888,16.418785278157042,115.75612286581881,4.574484268367688e-05,-0.012768067280255006,0.07163952880984167,-0.039953292152369965,-0.059425283508428656,0.07160747079648708,-1.0813540991093682,26.57893624393974,1.5,1.0,26.353791842221543,7.740649468101413,0.00027159379370978446,18.52676332399097,False
1172,70.64434970103206,24.0,0.0,0.04898302743232421,10.757298924156206,-26.179124545907683,26.270282337113542,0.003806783929462374,6.765341831635928,-16.39419249569396,16.423220061572643,115.7218794806287,4.5769864590486866e-05,-0.012819997177404235,0.07163953117069069,-0.040102020916336086,-0.0596669762245556,0.0718910295750168,-1.0812746331905994,26.57893624393974,1.5,1.0,26.349893374773146,7.741794697402786,0.0002716680640208748,18.534155275199346,False
1173,70.86183404327517,24.0,0.0,0.04898856092015487,10.755700658327187,-26.17518998377335,26.265613633734432,0.0037587317299476596,6.767204134716961,-16.401223751975778,16.42764664780401,115.68749653064091,4.579506592899454e-05,-0.01287220909388834,0.07163953352600955,-0.04025167836987101,-0.05990998151826865,0.07217619758002518,-1.0811960608493691,26.57893624393974,1.5,1.0,26.345978439018722,7.742945105573598,0.00027174284638741805,18.541605285585515,False
1174,71.07998039809166,24.0,0.0,0.048994030044661664,10.754095631107678,-26.171221306173265,26.26091070535719,0.0037105262642240077,6.769079284022921,-16.40825483556439,16.432064937548223,115.65297325798925,4.5820448121393425e-05,-0.012924703507673807,0.07163953587573918,-0.04040227142085707,-0.06015430161412484,0.07246298047035953,-1.0811184077789164,26.57893624393974,1.5,1.0,26.342046941307643,7.744100724612141,0.0002718181446050659,18.54911381340263,False
1175,71.29878748096246,24.0,0.0,0.048999434601458815,10.75248380416981,-26.16721841302666,26.256173452501628,0.0036621671148547464,6.770967374527112,-16.41528566764073,16.436474830764908,115.61830890352532,4.584601259837857e-05,-0.012977480889800627,0.0716395382198204,-0.04055380701424616,-0.06039993870444381,0.07275138389645444,-1.081041699505479,26.57893624393974,1.5,1.0,26.338098787756195,7.745261586640377,0.00027189396248755205,18.556681319415826,False
1176,71.51825399112239,24.0,0.0,0.04900477438562781,10.750865139091093,-26.163181204007174,26.251401775445686,0.0036136538659225126,6.772868501651858,-16.422316168558165,16.440876226676775,115.58350270683674,4.5871760799162136e-05,-0.013030541704329057,0.0716395405581936,-0.040706292132101064,-0.060646894949060136,0.07304141350019377,-1.0809659613863365,26.57893624393974,1.5,1.0,26.33413388424888,7.746427723904087,0.0002719703038666413,18.564308266900152,False
1177,71.73837861155901,24.0,0.0,0.04901004919169263,10.749239597354995,-26.159109578546122,26.246595574231463,0.003564986103047185,6.7747827612671685,-16.42934625784206,16.44526902377017,115.54855390626638,4.5897694171488715e-05,-0.013083886408286576,0.07163954289079912,-0.04085973379363385,-0.06089517247507621,0.07333307491477432,-1.0808912186078987,26.57893624393974,1.5,1.0,26.33015213643984,7.747599168772986,0.00027204717259207554,18.57199512163834,False
1178,71.95916000901126,24.0,0.0,0.0490152588136386,10.747607140351482,-26.155003435832214,26.241754748660867,0.003516163413403777,6.7767102496893585,-16.436375854189393,16.449653119795663,115.51346173893076,4.5923814171649974e-05,-0.013137515451614503,0.0716395452175769,-0.04101413905524329,-0.061144773376614114,0.07362637376457115,-1.0808174961838555,26.57893624393974,1.5,1.0,26.326153449754198,7.748775953740868,0.0002721245725315184,18.5797423519183,False
1179,72.18059683396903,24.0,0.0,0.04902040304491162,10.745967729377607,-26.150862674813993,26.236879198301637,0.0034671853857404233,6.778651063679591,-16.4434048754684,16.454028411768682,115.47822544073964,4.595012226449895e-05,-0.01319142927711489,0.07163954753846674,-0.041169515010548836,-0.06139569971456807,0.07392131566500437,-1.080744818953369,26.57893624393974,1.5,1.0,26.32213772938949,7.749958111425738,0.0002722025075704969,18.587550428530307,False
1180,72.40268772067257,24.0,0.0,0.04902548167840796,10.74432132563807,-26.146687194198165,26.231968822487715,0.0034180516103963754,6.780605300442368,-16.450433238718247,16.458394795970154,115.44284424641481,4.597661992346396e-05,-0.01324562832039719,0.07163954985340816,-0.04132586879042382,-0.06164795351635663,0.0742179062224083,-1.080673211579324,26.57893624393974,1.5,1.0,26.318104880317012,7.751145674569951,0.00027228098161234047,18.595419824763905,False
1181,72.62543128711295,24.0,0.0,0.04903049450649659,10.742667890245803,-26.14247689245599,26.227023520318397,0.0033687616793199072,6.782573057623968,-16.45746086014871,16.46275216794719,115.40731738950976,4.600330863056181e-05,-0.013300113009825027,0.07163955216234048,-0.041483207563025405,-0.061901536775674566,0.07451615103390163,-1.0806026985466273,26.57893624393974,1.5,1.0,26.3140548072833,7.752338676040339,0.0002723599985781187,18.60335101640465,False
